,Category,X,Y
1905915,NON-CRIMINAL,-122.4163897102833,37.765249115438266
1905917,LARCENY/THEFT,-122.44676922537023,37.76954074428596
1905920,DRUG/NARCOTIC,-122.4197112511658,37.75455656202789
1905928,TRESPASS,-122.40984944165548,37.78327552025668
1905932,VANDALISM,-122.49040220416128,37.76116485791669
1905933,LARCENY/THEFT,-122.40340479147905,37.775420706711
1905934,LARCENY/THEFT,-122.43597642071613,37.78239781239685
1905941,NON-CRIMINAL,-122.46162016910051,37.78125976105973
1905945,BURGLARY,-122.42328306289544,37.75039312782594
1905952,LARCENY/THEFT,-122.41232090743637,37.78076422543983
1905955,OTHER OFFENSES,-122.44590427116928,37.77299537271736
1905961,OTHER OFFENSES,-122.40403317723693,37.790759348924645
1905963,LARCENY/THEFT,-122.41518693817171,37.78838667907893
1905975,VEHICLE THEFT,-122.4673757816123,37.7490261831973
1905978,ASSAULT,-122.45423990761293,37.745956295385604
1905979,LARCENY/THEFT,-122.41282664802355,37.77281156257504
1905993,ASSAULT,-122.41338848326679,37.76950065386769
1905995,MISSING PERSON,-122.41563265429396,37.7863587808386
1906007,SUSPICIOUS OCC,-122.49092650708315,37.7601312851484
1906008,LARCENY/THEFT,-122.40801449292015,37.78595077676135
1906015,VANDALISM,-122.417273344939,37.786149394759434
1906018,WEAPON LAWS,-122.43220809843977,37.79750616788019
1906022,ROBBERY,-122.41813729050081,37.74904130936335
1906028,VANDALISM,-122.4432060045322,37.772343562875854
1906039,ROBBERY,-122.47564746078615,37.72852806274646
1906044,VANDALISM,-122.43129500296337,37.728729793830304
1906045,BURGLARY,-122.46738601881808,37.76303803347166
1906050,SUSPICIOUS OCC,-122.40589536988726,37.78673421849833
1906059,SUSPICIOUS OCC,-122.38996624858437,37.724067631357215
1906063,TRESPASS,-122.42140248689431,37.748178867356614
1906064,WARRANTS,-122.41905886810274,37.75942275062965
1906067,VANDALISM,-122.440285715179,37.71206796422627
1906072,ASSAULT,-122.41704429261387,37.78959527743222
1906076,RUNAWAY,-122.48510062151249,37.73828383469711
1906086,LARCENY/THEFT,-122.43990501982651,37.71501563945996
1906087,LARCENY/THEFT,-122.46620466789288,37.77254053915932
1906090,BURGLARY,-122.39926445860348,37.73292615365233
1906091,FRAUD,-122.40952374065277,37.785760295493375
1906093,ASSAULT,-122.40838427554219,37.78782711372249
1906097,LARCENY/THEFT,-122.43335375478459,37.76104279812765
1906101,ASSAULT,-122.4763839048507,37.73105364237831
1906102,LARCENY/THEFT,-122.41710725637316,37.7853238292094
1906109,WARRANTS,-122.42005244441893,37.79154369321356
1906113,LARCENY/THEFT,-122.41853707467553,37.80615159356111
1906119,VANDALISM,-122.41172377812642,37.77866744391316
1906121,VEHICLE THEFT,-122.43083274007877,37.722784739525636
1906127,ASSAULT,-122.42187648849192,37.764088894453224
1906132,LARCENY/THEFT,-122.40438504230256,37.772195819034536
1906146,DRUG/NARCOTIC,-122.41569492213361,37.782585196846725
1906148,VANDALISM,-122.4768605418766,37.75229853472535
1906154,LARCENY/THEFT,-122.40160611058441,37.79112292955317
1906166,NON-CRIMINAL,-122.41823927262458,37.79093323133641
1906167,OTHER OFFENSES,-122.42351911741342,37.78756346971645
1906172,LARCENY/THEFT,-122.40561874815155,37.790320091516115
1906185,FORGERY/COUNTERFEITING,-122.40684419002676,37.78922607995485
1906195,OTHER OFFENSES,-122.40403317723693,37.790759348924645
1906199,OTHER OFFENSES,-122.43583864056178,37.733874419666044
1906202,NON-CRIMINAL,-122.38978205089056,37.71718520955832
1906204,ASSAULT,-122.41710725637316,37.7853238292094
1906206,STOLEN PROPERTY,-122.42251303784825,37.77071076535855
1906209,NON-CRIMINAL,-122.39506246900177,37.785993064718134
1906220,NON-CRIMINAL,-122.40859511086857,37.78370693015445
1906222,VANDALISM,-122.43577384639478,37.76245918462147
1906226,LARCENY/THEFT,-122.44305624005287,37.71428327984368
1906228,NON-CRIMINAL,-122.42364395748542,37.759966731246536
1906230,BURGLARY,-122.39539528071279,37.74999680835469
1906232,OTHER OFFENSES,-122.42240442227623,37.789876481740606
1906234,NON-CRIMINAL,-122.39998111124002,37.777624238928716
1906238,WARRANTS,-122.47564746078615,37.72852806274646
1906242,BURGLARY,-122.46631342054306,37.76308511661396
1906244,SECONDARY CODES,-122.49092650708315,37.7601312851484
1906246,WARRANTS,-122.40806834514828,37.78399167681609
1906252,ASSAULT,-122.43577384639478,37.76245918462147
1906260,MISSING PERSON,-122.46404477780408,37.761316183664064
1906262,MISSING PERSON,-122.41245795305731,37.7147347356846
1906270,BURGLARY,-122.39740403795344,37.780008129364795
1906271,BURGLARY,-122.41655757821755,37.75474851103976
1906277,ROBBERY,-122.42384881372992,37.80622142699114
1906283,NON-CRIMINAL,-122.41977763060827,37.794813098296494
1906287,ASSAULT,-122.42442445853581,37.78438514983309
1906293,LARCENY/THEFT,-122.42487351125702,37.76068141280717
1906305,ASSAULT,-122.42351911741342,37.78756346971645
1906316,WARRANTS,-122.40340479147905,37.775420706711
1906325,VEHICLE THEFT,-122.46348274633937,37.784853608952815
1906328,SUSPICIOUS OCC,-122.41306992639721,37.78202042558664
1906336,NON-CRIMINAL,-122.42253647830613,37.7787958771466
1906337,LARCENY/THEFT,-122.4263385052003,37.777173764521606
1906351,LARCENY/THEFT,-122.50793159947031,37.75938304213616
1906355,VEHICLE THEFT,-122.43083274007877,37.722784739525636
1906358,LARCENY/THEFT,-122.39937050854306,37.793228430479694
1906365,LARCENY/THEFT,-122.4202119649494,37.78822254242629
1906368,NON-CRIMINAL,-122.4427757035542,37.78059485669739
1906371,WARRANTS,-122.42187648849192,37.764088894453224
1906372,BURGLARY,-122.39926445860348,37.73292615365233
1906373,LARCENY/THEFT,-122.40677539239205,37.788498286614775
1906380,NON-CRIMINAL,-122.41645206559456,37.78630868858045
1906384,BURGLARY,-122.4219348671669,37.74875615940321
1906387,DRUG/NARCOTIC,-122.41569492213361,37.782585196846725
1906393,SUSPICIOUS OCC,-122.42964461455247,37.772264298609116
1906395,NON-CRIMINAL,-122.4554149185729,37.775140342211365
1906399,OTHER OFFENSES,-122.41232756611336,37.713285454753006
1906402,OTHER OFFENSES,-122.4768605418766,37.75229853472535
1906404,SECONDARY CODES,-122.39561626738714,37.720541420495174
1906414,WARRANTS,-122.43504128295942,37.72425604704211
1906416,BURGLARY,-122.40860321115956,37.7995998106551
1906417,WARRANTS,-122.4197112511658,37.75455656202789
1906422,SUSPICIOUS OCC,-122.38996624858437,37.724067631357215
1906427,NON-CRIMINAL,-122.41431785788087,37.77994440520465
1906440,LARCENY/THEFT,-122.41095589011658,37.76105632823187
1906447,MISSING PERSON,-122.42953292895494,37.76937593236283
1906448,BURGLARY,-122.39346371879543,37.750487946115044
1906453,LARCENY/THEFT,-122.46620466789288,37.77254053915932
1906454,FORGERY/COUNTERFEITING,-122.41736820674112,37.79050941515949
1906461,NON-CRIMINAL,-122.40438504230256,37.772195819034536
1906463,LARCENY/THEFT,-122.41699283927241,37.80142628119384
1906464,NON-CRIMINAL,-122.42235041138821,37.76899282343295
1906465,LARCENY/THEFT,-122.41861162662823,37.80313267413357
1906467,OTHER OFFENSES,-122.42293562744214,37.78076856109504
1906472,LARCENY/THEFT,-122.49790427151514,37.752339997210704
1906475,TRESPASS,-122.40291221920722,37.76923115549527
1906478,OTHER OFFENSES,-122.40391914835712,37.78711609846718
1906480,ASSAULT,-122.40474837544865,37.744013662148
1906482,BURGLARY,-122.38286941924973,37.73664286338637
1906488,LARCENY/THEFT,-122.43516164081335,37.7243102435436
1906496,MISSING PERSON,-122.41245795305731,37.7147347356846
1906498,ROBBERY,-122.41010642872163,37.74724184970745
1906505,ASSAULT,-122.46863345379728,37.74341440028021
1906509,VEHICLE THEFT,-122.39806344539456,37.77956584602927
1906518,ROBBERY,-122.4076335207421,37.78418935014246
1906519,LARCENY/THEFT,-122.41894011095707,37.78604922300279
1906521,LARCENY/THEFT,-122.42065070544037,37.759326622182606
1906533,WEAPON LAWS,-122.42240442227623,37.789876481740606
1906535,LARCENY/THEFT,-122.40547592923065,37.79801806877444
1906540,VANDALISM,-122.50212615364089,37.735885291039565
1906545,DRIVING UNDER THE INFLUENCE,-122.40098376985537,37.77480785328653
1906546,DRIVING UNDER THE INFLUENCE,-122.48366357762846,37.78013990181317
1906550,ASSAULT,-122.39771322644545,37.77746966623983
1906552,LARCENY/THEFT,-122.39411866503085,37.762780073334525
1906558,BURGLARY,-122.40495246132694,37.73073762435821
1906560,VANDALISM,-122.41177829599216,37.783980559263384
1906562,SUSPICIOUS OCC,-122.4554149185729,37.775140342211365
1906565,WARRANTS,-122.48880789335784,37.75375194458354
1906567,LARCENY/THEFT,-122.40422319564873,37.791690225913136
1906569,BURGLARY,-122.41121911625721,37.800943616126496
1906572,ROBBERY,-122.42384881372992,37.80622142699114
1906577,NON-CRIMINAL,-122.4281182083774,37.798082226222505
1906578,LARCENY/THEFT,-122.39821721888966,37.79348664990497
1906580,ROBBERY,-122.40770214971826,37.770696793086465
1906584,NON-CRIMINAL,-122.45412361148209,37.78997829895236
1906585,OTHER OFFENSES,-122.40806834514828,37.78399167681609
1906588,LARCENY/THEFT,-122.40203899827145,37.80425680950577
1906604,STOLEN PROPERTY,-122.41677356391622,37.79111659728536
1906605,BURGLARY,-122.46631342054306,37.76308511661396
1906619,MISSING PERSON,-122.41245795305731,37.7147347356846
1906620,NON-CRIMINAL,-122.41677356391622,37.79111659728536
1906627,NON-CRIMINAL,-122.45985958724172,37.780232672328594
1906634,LARCENY/THEFT,-122.44014863778419,37.799202807361524
1906635,WARRANTS,-122.46482313369164,37.787504474885004
1906641,NON-CRIMINAL,-122.4015609675129,37.784088868038936
1906645,LARCENY/THEFT,-122.43686333760364,37.79961996899933
1906646,NON-CRIMINAL,-122.43220809843977,37.79750616788019
1906662,LARCENY/THEFT,-122.43769852946873,37.799632837072394
1906664,SUSPICIOUS OCC,-122.40846655617293,37.7807008318778
1906668,VANDALISM,-122.39346371879543,37.750487946115044
1906669,MISSING PERSON,-122.42083265030278,37.74799944932256
1906674,ASSAULT,-122.39561626738714,37.720541420495174
1906676,DRUNKENNESS,-122.39454829302773,37.776665194159854
1906682,VANDALISM,-122.40944548448763,37.789173205941
1906685,LARCENY/THEFT,-122.4184862965745,37.763495437314376
1906686,LARCENY/THEFT,-122.4085684452275,37.788759421470324
1906702,LARCENY/THEFT,-122.40761288538702,37.788448601970465
1906703,VANDALISM,-122.43516164081335,37.7243102435436
1906712,LARCENY/THEFT,-122.43746150234895,37.72116508074143
1906715,OTHER OFFENSES,-122.4197112511658,37.75455656202789
1906717,WARRANTS,-122.40952991327822,37.765718439528214
1906723,VANDALISM,-122.43501209378908,37.76176771829544
1906727,BURGLARY,-122.42785716707613,37.7669871098804
1906732,SUSPICIOUS OCC,-122.41563265429396,37.7863587808386
1906733,BURGLARY,-122.417273344939,37.786149394759434
1906737,SUSPICIOUS OCC,-122.40959632433369,37.77822168755637
1906743,MISSING PERSON,-122.42953292895494,37.76937593236283
1906744,BURGLARY,-122.41506687647006,37.78356347963315
1906754,OTHER OFFENSES,-122.43504128295942,37.72425604704211
1906767,ASSAULT,-122.43220809843977,37.79750616788019
1906770,VANDALISM,-122.39472284517866,37.724756095950035
1906773,LARCENY/THEFT,-122.42596602474435,37.78324524864585
1906777,VEHICLE THEFT,-122.44590427116928,37.77299537271736
1906780,LARCENY/THEFT,-122.40842111692216,37.7835699386918
1906781,WARRANTS,-122.417273344939,37.786149394759434
1906782,BURGLARY,-122.42450853620194,37.77552471559081
1906795,NON-CRIMINAL,-122.43640965717674,37.74150575564447
1906799,STOLEN PROPERTY,-122.40792823647482,37.711447741415896
1906801,SECONDARY CODES,-122.46863345379728,37.74341440028021
1906808,LARCENY/THEFT,-122.42868791151292,37.772097098818406
1906815,OTHER OFFENSES,-122.40098376985537,37.77480785328653
1906816,VANDALISM,-122.40291221920722,37.76923115549527
1906817,VANDALISM,-122.40674378313723,37.77594881724181
1906821,ASSAULT,-122.41710725637316,37.7853238292094
1906822,LARCENY/THEFT,-122.4186189533387,37.773052554765336
1906824,LARCENY/THEFT,-122.44591352123136,37.80251161331607
1906834,OTHER OFFENSES,-122.40340479147905,37.775420706711
1906835,ASSAULT,-122.42187648849192,37.764088894453224
1906854,DRUG/NARCOTIC,-122.41566966144343,37.78211984889314
1906857,BURGLARY,-122.42140667296863,37.74940228969423
1906861,NON-CRIMINAL,-122.4221882614258,37.77269482368613
1906872,DRUG/NARCOTIC,-122.41742986085018,37.77853493543938
1906875,WEAPON LAWS,-122.37147634876504,37.72789893689175
1906879,NON-CRIMINAL,-122.4179492178342,37.76972086304567
1906880,OTHER OFFENSES,-122.42140667296863,37.74940228969423
1906885,OTHER OFFENSES,-122.42770720808413,37.73721342098561
1906889,OTHER OFFENSES,-122.40098376985537,37.77480785328653
1906890,ASSAULT,-122.40340479147905,37.775420706711
1906896,LARCENY/THEFT,-122.40538935557957,37.79779512626718
1906897,ROBBERY,-122.4744446395947,37.71830220476605
1906899,MISSING PERSON,-122.43223997845743,37.71815133200477
1906910,WARRANTS,-122.42770720808413,37.73721342098561
1906914,ROBBERY,-122.4744887187128,37.74215061179204
1906917,WARRANTS,-122.42043628746671,37.76417433187532
1906921,OTHER OFFENSES,-122.39473203783164,37.78219877132483
1906926,SUSPICIOUS OCC,-122.4001947689442,37.79005279360162
1906931,SECONDARY CODES,-122.49329712989042,37.779686236435744
1906933,BURGLARY,-122.40549218218426,37.79611228991126
1906934,ROBBERY,-122.45059136505682,37.78192652036975
1906935,LARCENY/THEFT,-122.42138214615215,37.806490782980106
1906937,LARCENY/THEFT,-122.43154506751944,37.75943432586213
1906938,ASSAULT,-122.4047924979035,37.789652953139615
1906942,KIDNAPPING,-122.4157812815926,37.75883121346786
1906946,ASSAULT,-122.44597823663656,37.76732466446797
1906948,DRUG/NARCOTIC,-122.41474383538244,37.778719262789004
1906951,ROBBERY,-122.4148451392064,37.76050007259954
1906952,WEAPON LAWS,-122.41638948387946,37.71121234541845
1906954,OTHER OFFENSES,-122.39473203783164,37.78219877132483
1906959,OTHER OFFENSES,-122.42362804129688,37.708806184606814
1906960,NON-CRIMINAL,-122.408646942187,37.79811712669654
1906973,LARCENY/THEFT,-122.41552635947755,37.739021257970464
1906974,ROBBERY,-122.43073859559874,37.79025091699536
1906982,SUSPICIOUS OCC,-122.4210578548394,37.766598778147824
1906984,WEAPON LAWS,-122.42081833044479,37.78289464509124
1906986,ASSAULT,-122.47564425119668,37.743050553492544
1906995,ASSAULT,-122.3951538628027,37.78923503288016
1906999,VANDALISM,-122.4185628434259,37.78843068413365
1907000,VEHICLE THEFT,-122.36556542535305,37.80967070132394
1907009,DRUG/NARCOTIC,-122.41569492213361,37.782585196846725
1907011,NON-CRIMINAL,-122.40723439047086,37.7969072647197
1907019,LARCENY/THEFT,-122.40979166229265,37.79850834804346
1907020,LARCENY/THEFT,-122.4198279299609,37.76667375518354
1907033,OTHER OFFENSES,-122.4124473731242,37.77563367344303
1907042,LARCENY/THEFT,-122.47458660207235,37.76545831496
1907048,SUSPICIOUS OCC,-122.44972917395607,37.70986359272877
1907053,ROBBERY,-122.40202770694843,37.786248345662926
1907057,FRAUD,-122.41550824278185,37.78165428060756
1907060,SUSPICIOUS OCC,-122.4062558351708,37.79915088739165
1907064,VANDALISM,-122.43440686074078,37.8000522178335
1907065,WARRANTS,-122.38500153361929,37.73307081736821
1907066,LARCENY/THEFT,-122.42140667296863,37.74940228969423
1907070,VEHICLE THEFT,-122.41950607612507,37.74618419118182
1907074,BURGLARY,-122.46214521336869,37.75794741326214
1907081,ASSAULT,-122.4259560162705,37.72790521315521
1907083,ASSAULT,-122.4060002184887,37.788540619272275
1907086,LARCENY/THEFT,-122.43486585349764,37.77728097494415
1907090,BURGLARY,-122.44325198031493,37.802323971266745
1907092,OTHER OFFENSES,-122.43244940194964,37.727636808158934
1907094,BURGLARY,-122.43109295830752,37.735081047515
1907107,LARCENY/THEFT,-122.45337090439784,37.74265386078266
1907108,MISSING PERSON,-122.43223997845743,37.71815133200477
1907113,NON-CRIMINAL,-122.42081833044479,37.78289464509124
1907115,VANDALISM,-122.40985372994119,37.78338623793817
1907119,OTHER OFFENSES,-122.41742986085018,37.77853493543938
1907129,ASSAULT,-122.507539783548,37.76029814791222
1907132,ASSAULT,-122.39563543616823,37.75356457465939
1907133,DRUG/NARCOTIC,-122.39919787989624,37.792385871141335
1907134,VANDALISM,-122.4204519988438,37.708532773922435
1907140,WARRANTS,-122.41991949334151,37.807640351190685
1907143,LARCENY/THEFT,-122.42129040132673,37.7852218287352
1907144,VANDALISM,-122.39690078266787,37.766429638948395
1907146,MISSING PERSON,-122.48560378100994,37.738821432670534
1907147,OTHER OFFENSES,-122.39885837020508,37.79407949965647
1907148,BURGLARY,-122.42937345065941,37.787597913647424
1907151,SECONDARY CODES,-122.41950819752148,37.788856542138255
1907152,SUSPICIOUS OCC,-122.40340479147905,37.775420706711
1907153,BURGLARY,-122.39720776477378,37.775332909756756
1907156,SUSPICIOUS OCC,-122.42043628746671,37.76417433187532
1907162,VANDALISM,-122.40221158504723,37.791045757215855
1907176,SUSPICIOUS OCC,-122.3876086785238,37.73296587469953
1907178,NON-CRIMINAL,-122.49329712989042,37.779686236435744
1907182,LARCENY/THEFT,-122.42220157979344,37.76814038365133
1907192,OTHER OFFENSES,-122.42683274198605,37.77925847443522
1907197,OTHER OFFENSES,-122.40379325948861,37.78232358976164
1907202,BURGLARY,-122.42429614527045,37.76557148393971
1907204,ASSAULT,-122.407760552119,37.80056130079723
1907205,ASSAULT,-122.4076335207421,37.78418935014246
1907207,DRIVING UNDER THE INFLUENCE,-122.42695563170948,37.76924706320703
1907212,LARCENY/THEFT,-122.4032865798072,37.79824140671132
1907230,LARCENY/THEFT,-122.40507883820801,37.729852252397656
1907237,LARCENY/THEFT,-122.4085684452275,37.788759421470324
1907238,WARRANTS,-122.40953666269208,37.78269112134719
1907243,OTHER OFFENSES,-122.4284640855126,37.779106770467905
1907250,SECONDARY CODES,-122.42189313446691,37.77989123361397
1907257,BURGLARY,-122.43109295830752,37.735081047515
1907269,VANDALISM,-122.40804047485813,37.78640940336182
1907273,OTHER OFFENSES,-122.41603297650299,37.788335124818076
1907277,BURGLARY,-122.4616064158789,37.77466939362447
1907279,NON-CRIMINAL,-122.3949858759245,37.77709095340233
1907281,WEAPON LAWS,-122.45053736414248,37.77522627071494
1907294,ROBBERY,-122.40379325948861,37.78232358976164
1907300,LARCENY/THEFT,-122.40743498952291,37.787515874162324
1907302,ROBBERY,-122.41093920555171,37.779212259008546
1907312,KIDNAPPING,-122.41812008648995,37.76030123403974
1907314,ASSAULT,-122.42741439556715,37.80294662086608
1907318,DRUG/NARCOTIC,-122.41474383538244,37.778719262789004
1907319,WEAPON LAWS,-122.37147634876504,37.72789893689175
1907321,DRUNKENNESS,-122.40508752333528,37.79812192706043
1907325,SUSPICIOUS OCC,-122.49245331159958,37.73780701035242
1907329,BURGLARY,-122.43959582922577,37.77960118255444
1907335,NON-CRIMINAL,-122.41550824278185,37.78165428060756
1907351,MISSING PERSON,-122.41485728456014,37.73895668649156
1907352,OTHER OFFENSES,-122.45053736414248,37.77522627071494
1907353,NON-CRIMINAL,-122.43869507536512,37.71969202629292
1907355,SUSPICIOUS OCC,-122.40340479147905,37.775420706711
1907363,FRAUD,-122.4122241647361,37.78207293120293
1907368,NON-CRIMINAL,-122.40960340614036,37.75282207512668
1907375,ASSAULT,-122.42174765046309,37.76274366011474
1907379,ASSAULT,-122.4190209643485,37.782652976076974
1907384,MISSING PERSON,-122.48560378100994,37.738821432670534
1907386,NON-CRIMINAL,-122.44259754974348,37.76931164253175
1907387,BURGLARY,-122.43171008258426,37.761141881332705
1907389,OTHER OFFENSES,-122.45053736414248,37.77522627071494
1907393,SECONDARY CODES,-122.4190209643485,37.782652976076974
1907399,ROBBERY,-122.42030735572071,37.788698951164704
1907401,OTHER OFFENSES,-122.38500153361929,37.73307081736821
1907405,ROBBERY,-122.41371122073036,37.77966604260625
1907412,LARCENY/THEFT,-122.409627078441,37.732754759103045
1907416,BURGLARY,-122.47029446386378,37.717940033926055
1907418,FRAUD,-122.42937345065941,37.787597913647424
1907419,FRAUD,-122.38837987391929,37.78331040670147
1907423,ASSAULT,-122.39891947759556,37.796953574467025
1907439,BURGLARY,-122.41041666403635,37.77272340136536
1907440,WARRANTS,-122.39919787989624,37.792385871141335
1907442,OTHER OFFENSES,-122.41896539863515,37.708840997265
1907446,NON-CRIMINAL,-122.51049609599562,37.779732487050545
1907450,NON-CRIMINAL,-122.39357330321121,37.72697977373058
1907451,LARCENY/THEFT,-122.48717909393908,37.754687138993454
1907453,SUSPICIOUS OCC,-122.41809076669236,37.786100745164475
1907456,ASSAULT,-122.4253706017978,37.77604308345352
1907457,DRUG/NARCOTIC,-122.42081833044479,37.78289464509124
1907461,OTHER OFFENSES,-122.37822600852668,37.73129414875246
1907463,VANDALISM,-122.41583886146799,37.748687119609386
1907471,ASSAULT,-122.43288059521522,37.78382557889765
1907474,OTHER OFFENSES,-122.43327467795672,37.78608623872815
1907475,NON-CRIMINAL,-122.39556507718555,37.72615810971581
1907477,ROBBERY,-122.40602183848391,37.78864912452941
1907482,BURGLARY,-122.43270316284814,37.73870605995457
1907487,MISSING PERSON,-122.41133956255713,37.781270743449376
1907488,ASSAULT,-122.4016922643477,37.786064674987344
1907500,NON-CRIMINAL,-122.40787711735226,37.780387501355456
1907504,OTHER OFFENSES,-122.41950819752148,37.788856542138255
1907506,LARCENY/THEFT,-122.40641211533512,37.780252457697436
1907508,LARCENY/THEFT,-122.39720776477378,37.775332909756756
1907509,ASSAULT,-122.41512058933772,37.781758936640536
1907513,MISSING PERSON,-122.42043628746671,37.76417433187532
1907516,MISSING PERSON,-122.43476428669165,37.72261613631356
1907518,NON-CRIMINAL,-122.41660769511455,37.779138754335285
1907527,LARCENY/THEFT,-122.4185628434259,37.78843068413365
1907531,DRUNKENNESS,-122.38792119559037,37.764379029212904
1907535,OTHER OFFENSES,-122.41379097278143,37.78383655653485
1907542,OTHER OFFENSES,-122.43195243636431,37.77956474986625
1907546,OTHER OFFENSES,-122.4144062947906,37.775236223146564
1907549,STOLEN PROPERTY,-122.45059136505682,37.78192652036975
1907551,WARRANTS,-122.41742986085018,37.77853493543938
1907562,SECONDARY CODES,-122.42741439556715,37.80294662086608
1907565,VEHICLE THEFT,-122.48153945742436,37.76525691074619
1907568,BURGLARY,-122.4378154392298,37.76171034675091
1907570,BURGLARY,-122.46443122879013,37.737783402846034
1907572,BURGLARY,-122.40529484521451,37.7863072236365
1907577,WARRANTS,-122.40508752333528,37.79812192706043
1907582,SUSPICIOUS OCC,-122.39346371879543,37.750487946115044
1907584,FRAUD,-122.41093920555171,37.779212259008546
1907585,OTHER OFFENSES,-122.39720776477378,37.775332909756756
1907586,WARRANTS,-122.41569492213361,37.782585196846725
1907589,DRUG/NARCOTIC,-122.41474383538244,37.778719262789004
1907605,ASSAULT,-122.45053736414248,37.77522627071494
1907616,NON-CRIMINAL,-122.40901700761327,37.79948807176329
1907623,ASSAULT,-122.43505276445462,37.778211861244884
1907624,ASSAULT,-122.41512058933772,37.781758936640536
1907629,"SEX OFFENSES, NON FORCIBLE",-122.49329712989042,37.779686236435744
1907631,LARCENY/THEFT,-122.4214278551916,37.77755844587823
1907634,OTHER OFFENSES,-122.38975793746599,37.78122105041848
1907640,VANDALISM,-122.4106899077874,37.78249489077353
1907644,ASSAULT,-122.41720963943001,37.790045901716795
1907647,ASSAULT,-122.42164447844698,37.74299701440755
1907650,OTHER OFFENSES,-122.41569492213361,37.782585196846725
1907654,WARRANTS,-122.41474383538244,37.778719262789004
1907657,OTHER OFFENSES,-122.47564425119668,37.743050553492544
1907658,ASSAULT,-122.43176548943899,37.77863111312476
1907660,VEHICLE THEFT,-122.41588506578766,37.783516056415294
1907668,ASSAULT,-122.4190209643485,37.782652976076974
1907669,NON-CRIMINAL,-122.4220671849368,37.73736236052131
1907673,VANDALISM,-122.39261247193599,37.72265782174292
1907674,OTHER OFFENSES,-122.470512186116,37.74701794412513
1907675,MISSING PERSON,-122.42168754502107,37.762116058247344
1907680,MISSING PERSON,-122.46523901593832,37.772502862943035
1907681,LARCENY/THEFT,-122.40665871100843,37.788274528578526
1907682,OTHER OFFENSES,-122.41299378303944,37.78556296952874
1907699,LARCENY/THEFT,-122.4076335207421,37.78418935014246
1907701,WARRANTS,-122.40842111692216,37.7835699386918
1907704,LARCENY/THEFT,-122.38837987391929,37.78331040670147
1907705,ASSAULT,-122.41707571198697,37.708798307862075
1907711,WARRANTS,-122.4122241647361,37.78207293120293
1907713,OTHER OFFENSES,-122.48560378100994,37.738821432670534
1907725,LARCENY/THEFT,-122.4238273393692,37.78107657026665
1907737,SUSPICIOUS OCC,-122.38792119559037,37.764379029212904
1907739,SUSPICIOUS OCC,-122.4122241647361,37.78207293120293
1907744,MISSING PERSON,-122.41133956255713,37.781270743449376
1907745,ROBBERY,-122.39917586353998,37.7922774162948
1907755,WEAPON LAWS,-122.37147634876504,37.72789893689175
1907757,BURGLARY,-122.39675908606131,37.77317344008753
1907759,OTHER OFFENSES,-122.4312680669848,37.77194650664574
1907760,LARCENY/THEFT,-122.3923355121248,37.778443021244314
1907765,DRUG/NARCOTIC,-122.41431785788087,37.77994440520465
1907776,VANDALISM,-122.43413155508087,37.752488218444014
1907778,OTHER OFFENSES,-122.434458952027,37.774946714979905
1907782,FRAUD,-122.49329712989042,37.779686236435744
1907786,TRESPASS,-122.4144062947906,37.775236223146564
1907787,BURGLARY,-122.42875315109043,37.797476213263565
1907789,STOLEN PROPERTY,-122.39720776477378,37.775332909756756
1907792,VANDALISM,-122.41660865375731,37.772568106338674
1907801,SUSPICIOUS OCC,-122.4145226225795,37.780875266566355
1907804,DRUG/NARCOTIC,-122.41566966144343,37.78211984889314
1907806,OTHER OFFENSES,-122.39473203783164,37.78219877132483
1907808,ROBBERY,-122.4148451392064,37.76050007259954
1907810,ASSAULT,-122.4016922643477,37.786064674987344
1907814,NON-CRIMINAL,-122.4700996148628,37.74234229919225
1907818,BURGLARY,-122.45059136505682,37.78192652036975
1907820,NON-CRIMINAL,-122.47981082368491,37.75688107327079
1907823,LARCENY/THEFT,-122.41854061855506,37.78407618638385
1907830,NON-CRIMINAL,-122.39473203783164,37.78219877132483
1907831,BURGLARY,-122.44740347180044,37.734337712113685
1907832,MISSING PERSON,-122.48510062151249,37.73828383469711
1907837,MISSING PERSON,-122.47398442428451,37.780574313010185
1907845,ASSAULT,-122.4198279299609,37.76667375518354
1907846,OTHER OFFENSES,-122.45181851562045,37.70915421400649
1907847,NON-CRIMINAL,-122.38848556238665,37.78957276256299
1907849,NON-CRIMINAL,-122.48418971541386,37.77348801874289
1907853,VEHICLE THEFT,-122.44290906225021,37.758270819088715
1907857,OTHER OFFENSES,-122.41660865375731,37.772568106338674
1907859,LARCENY/THEFT,-122.39097824842855,37.73358848077138
1907862,LARCENY/THEFT,-122.4160696227874,37.80525829359549
1907864,WARRANTS,-122.41299378303944,37.78556296952874
1907865,BURGLARY,-122.43016261051469,37.745042652117405
1907881,OTHER OFFENSES,-122.39720776477378,37.775332909756756
1907883,OTHER OFFENSES,-122.470512186116,37.74701794412513
1907890,OTHER OFFENSES,-122.4292488401038,37.76989872437329
1907892,BURGLARY,-122.40027257753513,37.7871789681666
1907901,WARRANTS,-122.4144062947906,37.775236223146564
1907904,NON-CRIMINAL,-122.39234767197833,37.78906035559928
1907907,ROBBERY,-122.39757640911344,37.78976193088363
1907908,KIDNAPPING,-122.4157812815926,37.75883121346786
1907915,LARCENY/THEFT,-122.41275875949897,37.78509609637261
